system_id,family,dimension,condition_exponent,epsilon,seed,J_binary_hex,DeltaJ_binary_hex,A_guarded_binary_hex,b_binary_hex,z_tilde_hex,zg_tilde_hex,delta_direct_hex,forcing_tilde_hex,delta_response_hex,finite
SPD_D04_C02_E1eM15,SPD,4,2,1e-15,17471857900932525417,"[[""0x1.0000000000000p+0"",""0x1.47ae147ae147bp-7"",""0x0.0p+0"",""-0x1.0624dd2f1a9fcp-10""],[""0x1.47ae147ae147bp-7"",""0x1.00068db8bac71p+0"",""-0x1.0624dd2f1a9fcp-9"",""-0x1.4f8b588e368f1p-17""],[""0x0.0p+0"",""-0x1.0624dd2f1a9fcp-9"",""0x1.47cfa26a22b39p-7"",""0x1.a36e2eb1c432dp-14""],[""-0x1.0624dd2f1a9fcp-10"",""-0x1.4f8b588e368f1p-17"",""0x1.a36e2eb1c432dp-14"",""0x1.47bedb7281fdap-7""]]","[[""0x1.203af9ee75616p-50"",""0x0.0p+0"",""0x0.0p+0"",""0x0.0p+0""],[""0x0.0p+0"",""0x1.203af9ee75616p-50"",""0x0.0p+0"",""0x0.0p+0""],[""0x0.0p+0"",""0x0.0p+0"",""0x1.203af9ee75616p-50"",""0x0.0p+0""],[""0x0.0p+0"",""0x0.0p+0"",""0x0.0p+0"",""0x1.203af9ee75616p-50""]]","[[""0x1.0000000000005p+0"",""0x1.47ae147ae147bp-7"",""0x0.0p+0"",""-0x1.0624dd2f1a9fcp-10""],[""0x1.47ae147ae147bp-7"",""0x1.00068db8bac76p+0"",""-0x1.0624dd2f1a9fcp-9"",""-0x1.4f8b588e368f1p-17""],[""0x0.0p+0"",""-0x1.0624dd2f1a9fcp-9"",""0x1.47cfa26a22d79p-7"",""0x1.a36e2eb1c432dp-14""],[""-0x1.0624dd2f1a9fcp-10"",""-0x1.4f8b588e368f1p-17"",""0x1.a36e2eb1c432dp-14"",""0x1.47bedb728221ap-7""]]","[""0x1.ca2339c0ebee0p-1"",""-0x1.f70ac3a860dccp-2"",""0x1.08d15fd9846b3p-9"",""0x1.24653a167c434p-10""]","[""0x1.ccccccccccccdp-1"",""-0x1.0000000000000p-1"",""0x1.9999999999998p-4"",""0x1.999999999999ap-3""]","[""0x1.cccccccccccc4p-1"",""-0x1.ffffffffffff6p-2"",""0x1.99999999996dep-4"",""0x1.99999999996cap-3""]","[""-0x1.2000000000000p-50"",""0x1.4000000000000p-51"",""-0x1.5d00000000000p-47"",""-0x1.6800000000000p-46""]","[""-0x1.036847569cd7ap-50"",""0x1.203af9ee75616p-51"",""-0x1.cd2b297d889bbp-54"",""-0x1.cd2b297d889bdp-53""]","[""-0x1.0a949e768b75ep-50"",""0x1.1a3cb641f56eep-51"",""-0x1.5d6aef64c0541p-47"",""-0x1.68204c5725049p-46""]",True
SPD_D04_C02_E1eM14,SPD,4,2,1e-14,14385026615111123768,"[[""0x1.0000000000000p+0"",""-0x1.47ae147ae147bp-7"",""-0x1.0624dd2f1a9fcp-9"",""0x0.0p+0""],[""-0x1.47ae147ae147bp-7"",""0x1.00068db8bac71p+0"",""0x1.0b630a91537a0p-10"",""0x0.0p+0""],[""-0x1.0624dd2f1a9fcp-9"",""0x1.0b630a91537a0p-10"",""0x1.47d805e5f30e8p-7"",""-0x1.a36e2eb1c432dp-14""],[""0x0.0p+0"",""0x0.0p+0"",""-0x1.a36e2eb1c432dp-14"",""0x1.47b677f6b1a2ap-7""]]","[[""0x1.6849b86a12b9bp-47"",""0x0.0p+0"",""0x0.0p+0"",""0x0.0p+0""],[""0x0.0p+0"",""0x1.6849b86a12b9bp-47"",""0x0.0p+0"",""0x0.0p+0""],[""0x0.0p+0"",""0x0.0p+0"",""0x1.6849b86a12b9bp-47"",""0x0.0p+0""],[""0x0.0p+0"",""0x0.0p+0"",""0x0.0p+0"",""0x1.6849b86a12b9bp-47""]]","[[""0x1.000000000002dp+0"",""-0x1.47ae147ae147bp-7"",""-0x1.0624dd2f1a9fcp-9"",""0x0.0p+0""],[""-0x1.47ae147ae147bp-7"",""0x1.00068db8bac9ep+0"",""0x1.0b630a91537a0p-10"",""0x0.0p+0""],[""-0x1.0624dd2f1a9fcp-9"",""0x1.0b630a91537a0p-10"",""0x1.47d805e5f476dp-7"",""-0x1.a36e2eb1c432dp-14""],[""0x0.0p+0"",""0x0.0p+0"",""-0x1.a36e2eb1c432dp-14"",""0x1.47b677f6b30afp-7""]]","[""0x1.86c226809d495p-3"",""0x1.cbdfd2630ec31p-1"",""0x1.7bb73083558a7p-10"",""0x1.ca247be04b2edp-8""]","[""0x1.999999999999ap-3"",""0x1.ccccccccccccdp-1"",""0x1.9999999999998p-4"",""0x1.6666666666666p-1""]","[""0x1.9999999999946p-3"",""0x1.ccccccccccc7dp-1"",""0x1.9999999997b9dp-4"",""0x1.6666666664dbcp-1""]","[""-0x1.5000000000000p-49"",""-0x1.4000000000000p-47"",""-0x1.dfb0000000000p-44"",""-0x1.8aa0000000000p-41""]","[""-0x1.203af9ee75616p-49"",""-0x1.4442592c440d8p-47"",""-0x1.203af9ee75614p-50"",""-0x1.f86735614d6a5p-48""]","[""-0x1.4bc65fbe22d0dp-49"",""-0x1.4124740d35516p-47"",""-0x1.dfab4e44b4d2dp-44"",""-0x1.8aa005fc6ac89p-41""]",True
SPD_D04_C02_E1eM12,SPD,4,2,1e-12,7755346036421930937,"[[""0x1.0000000000000p+0"",""-0x1.47ae147ae147bp-6"",""-0x1.0624dd2f1a9fcp-10"",""-0x1.0624dd2f1a9fcp-10""],[""-0x1.47ae147ae147bp-6"",""0x1.001a36e2eb1c4p+0"",""-0x1.0385c67dfe32ap-9"",""0x1.08c3f3e0370cep-9""],[""-0x1.0624dd2f1a9fcp-10"",""-0x1.0385c67dfe32ap-9"",""0x1.47d805e5f30e8p-7"",""-0x1.b003686a4ca4fp-14""],[""-0x1.0624dd2f1a9fcp-10"",""0x1.08c3f3e0370cep-9"",""-0x1.b003686a4ca4fp-14"",""0x1.47e06961c3697p-7""]]","[[""0x1.19799812dea11p-40"",""0x0.0p+0"",""0x0.0p+0"",""0x0.0p+0""],[""0x0.0p+0"",""0x1.19799812dea11p-40"",""0x0.0p+0"",""0x0.0p+0""],[""0x0.0p+0"",""0x0.0p+0"",""0x1.19799812dea11p-40"",""0x0.0p+0""],[""0x0.0p+0"",""0x0.0p+0"",""0x0.0p+0"",""0x1.19799812dea11p-40""]]","[[""0x1.0000000001198p+0"",""-0x1.47ae147ae147bp-6"",""-0x1.0624dd2f1a9fcp-10"",""-0x1.0624dd2f1a9fcp-10""],[""-0x1.47ae147ae147bp-6"",""0x1.001a36e2ec35cp+0"",""-0x1.0385c67dfe32ap-9"",""0x1.08c3f3e0370cep-9""],[""-0x1.0624dd2f1a9fcp-10"",""-0x1.0385c67dfe32ap-9"",""0x1.47d805e67fcb5p-7"",""-0x1.b003686a4ca4fp-14""],[""-0x1.0624dd2f1a9fcp-10"",""0x1.08c3f3e0370cep-9"",""-0x1.b003686a4ca4fp-14"",""0x1.47e0696250264p-7""]]","[""0x1.9ed288ce703b0p-1"",""-0x1.06dce39b456b4p-1"",""-0x1.0212ffb704e47p-7"",""0x1.183b60285ec3ep-8""]","[""0x1.999999999999ap-1"",""-0x1.fffffffffffffp-2"",""-0x1.999999999999ap-1"",""0x1.3333333333334p-1""]","[""0x1.9999999997eb2p-1"",""-0x1.fffffffffca66p-2"",""-0x1.99999998eaf26p-1"",""0x1.33333332b0a12p-1""]","[""-0x1.ae80000000000p-41"",""0x1.acc8000000000p-41"",""0x1.5d4e800000000p-34"",""-0x1.0524400000000p-34""]","[""-0x1.c25c268497682p-41"",""0x1.19799812dea10p-41"",""0x1.c25c268497682p-41"",""-0x1.51c51ce3718e2p-41""]","[""-0x1.ae7fffb795e3dp-41"",""0x1.acbe07e7506cbp-41"",""0x1.5d4e62ded41d8p-34"",""-0x1.052424f96b472p-34""]",True
SPD_D04_C02_E1eM8,SPD,4,2,1e-8,488136483731022202,"[[""0x1.0000000000000p+0"",""0x1.47ae147ae147bp-6"",""0x1.0624dd2f1a9fcp-10"",""0x0.0p+0""],[""0x1.47ae147ae147bp-6"",""0x1.001a36e2eb1c4p+0"",""-0x1.00e6afcce1c58p-10"",""-0x1.0624dd2f1a9fcp-10""],[""0x1.0624dd2f1a9fcp-10"",""-0x1.00e6afcce1c58p-10"",""0x1.47bedb7281fdap-7"",""0x1.a5870da5daf08p-13""],[""0x0.0p+0"",""-0x1.0624dd2f1a9fcp-10"",""0x1.a5870da5daf08p-13"",""0x1.47d805e5f30e8p-7""]]","[[""0x1.5798ee2308c3ap-27"",""0x0.0p+0"",""0x0.0p+0"",""0x0.0p+0""],[""0x0.0p+0"",""0x1.5798ee2308c3ap-27"",""0x0.0p+0"",""0x0.0p+0""],[""0x0.0p+0"",""0x0.0p+0"",""0x1.5798ee2308c3ap-27"",""0x0.0p+0""],[""0x0.0p+0"",""0x0.0p+0"",""0x0.0p+0"",""0x1.5798ee2308c3ap-27""]]","[[""0x1.0000002af31dcp+0"",""0x1.47ae147ae147bp-6"",""0x1.0624dd2f1a9fcp-10"",""0x0.0p+0""],[""0x1.47ae147ae147bp-6"",""0x1.001a370dde3a0p+0"",""-0x1.00e6afcce1c58p-10"",""-0x1.0624dd2f1a9fcp-10""],[""0x1.0624dd2f1a9fcp-10"",""-0x1.00e6afcce1c58p-10"",""0x1.47bef0ec10dfdp-7"",""0x1.a5870da5daf08p-13""],[""0x0.0p+0"",""-0x1.0624dd2f1a9fcp-10"",""0x1.a5870da5daf08p-13"",""0x1.47d81b5f81f0bp-7""]]","[""0x1.6000000000000p-1"",""-0x1.2b98c7e28240bp-1"",""-0x1.f67a45407bf11p-9"",""-0x1.68ad688377186p-8""]","[""0x1.6666666666666p-1"",""-0x1.3333333333333p-1"",""-0x1.0000000000000p-1"",""-0x1.3333333333333p-1""]","[""0x1.66666624d344dp-1"",""-0x1.333332f52e0eap-1"",""-0x1.ffffdf266c755p-2"",""-0x1.33331f621858ap-1""]","[""-0x1.064c864000000p-27"",""0x1.f029248000000p-28"",""0x1.06cc9c5580000p-21"",""0x1.3d11ada900000p-21""]","[""-0x1.e1094d643f784p-28"",""0x1.9c511dc3a41dfp-28"",""0x1.5798ee2308c3ap-28"",""0x1.9c511dc3a41dfp-28""]","[""-0x1.064c86683048ep-27"",""0x1.f0292560ee371p-28"",""0x1.06cc9c553732ap-21"",""0x1.3d11ada806346p-21""]",True
SPD_D04_C04_E1eM16,SPD,4,4,1e-16,8350515755889220298,"[[""0x1.0000000000000p+0"",""-0x1.0624dd2f1a9fcp-9"",""0x0.0p+0"",""0x1.a36e2eb1c432dp-13""],[""-0x1.0624dd2f1a9fcp-9"",""0x1.47cfa26a22b39p-7"",""0x0.0p+0"",""0x1.421f5f40d8376p-17""],[""0x0.0p+0"",""0x0.0p+0"",""0x1.47ae147ae147bp-7"",""0x1.4f8b588e368f1p-17""],[""0x1.a36e2eb1c432dp-13"",""0x1.421f5f40d8376p-17"",""0x1.4f8b588e368f1p-17"",""0x1.a3ae9b5e6ac47p-14""]]","[[""0x1.cd2b297d889bcp-54"",""0x0.0p+0"",""0x0.0p+0"",""0x0.0p+0""],[""0x0.0p+0"",""0x1.cd2b297d889bcp-54"",""0x0.0p+0"",""0x0.0p+0""],[""0x0.0p+0"",""0x0.0p+0"",""0x1.cd2b297d889bcp-54"",""0x0.0p+0""],[""0x0.0p+0"",""0x0.0p+0"",""0x0.0p+0"",""0x1.cd2b297d889bcp-54""]]","[[""0x1.0000000000000p+0"",""-0x1.0624dd2f1a9fcp-9"",""0x0.0p+0"",""0x1.a36e2eb1c432dp-13""],[""-0x1.0624dd2f1a9fcp-9"",""0x1.47cfa26a22b73p-7"",""0x0.0p+0"",""0x1.421f5f40d8376p-17""],[""0x0.0p+0"",""0x0.0p+0"",""0x1.47ae147ae14b5p-7"",""0x1.4f8b588e368f1p-17""],[""0x1.a36e2eb1c432dp-13"",""0x1.421f5f40d8376p-17"",""0x1.4f8b588e368f1p-17"",""0x1.a3ae9b5e6c91ap-14""]]","[""0x1.338c5436b8f9bp-2"",""-0x1.a1c60debd0f40p-10"",""0x1.069a4df47f994p-8"",""0x1.1717dace5370dp-13""]","[""0x1.3333333333334p-2"",""-0x1.999999999999ap-4"",""0x1.999999999999ap-2"",""0x1.6666666666664p-1""]","[""0x1.3333333333336p-2"",""-0x1.999999999991ep-4"",""0x1.999999999995ep-2"",""0x1.6666666664dc7p-1""]","[""0x1.0000000000000p-53"",""0x1.f000000000000p-50"",""-0x1.e000000000000p-49"",""-0x1.89d0000000000p-41""]","[""-0x1.14b37f4b51f72p-55"",""0x1.70ef54646d497p-57"",""-0x1.70ef54646d497p-55"",""-0x1.42d169d7dfa01p-54""]","[""0x1.054976a7429bbp-53"",""0x1.e82887bf1a615p-50"",""-0x1.dba1d08ec25fbp-49"",""-0x1.89dca9e94daeap-41""]",True
SPD_D04_C04_E1eM15,SPD,4,4,1e-15,5666598914125702123,"[[""0x1.0000000000000p+0"",""-0x1.0624dd2f1a9fcp-10"",""0x1.0624dd2f1a9fcp-9"",""-0x1.a36e2eb1c432dp-14""],[""-0x1.0624dd2f1a9fcp-10"",""0x1.47b677f6b1a2ap-7"",""-0x1.0c6f7a0b5ed8dp-19"",""0x1.52e656e18e24fp-17""],[""0x1.0624dd2f1a9fcp-9"",""-0x1.0c6f7a0b5ed8dp-19"",""0x1.47cfa26a22b39p-7"",""0x1.48d55be787633p-17""],[""-0x1.a36e2eb1c432dp-14"",""0x1.52e656e18e24fp-17"",""0x1.48d55be787633p-17"",""0x1.a38e6508177bap-14""]]","[[""0x1.203af9ee75616p-50"",""0x0.0p+0"",""0x0.0p+0"",""0x0.0p+0""],[""0x0.0p+0"",""0x1.203af9ee75616p-50"",""0x0.0p+0"",""0x0.0p+0""],[""0x0.0p+0"",""0x0.0p+0"",""0x1.203af9ee75616p-50"",""0x0.0p+0""],[""0x0.0p+0"",""0x0.0p+0"",""0x0.0p+0"",""0x1.203af9ee75616p-50""]]","[[""0x1.0000000000005p+0"",""-0x1.0624dd2f1a9fcp-10"",""0x1.0624dd2f1a9fcp-9"",""-0x1.a36e2eb1c432dp-14""],[""-0x1.0624dd2f1a9fcp-10"",""0x1.47b677f6b1c6ap-7"",""-0x1.0c6f7a0b5ed8dp-19"",""0x1.52e656e18e24fp-17""],[""0x1.0624dd2f1a9fcp-9"",""-0x1.0c6f7a0b5ed8dp-19"",""0x1.47cfa26a22d79p-7"",""0x1.48d55be787633p-17""],[""-0x1.a36e2eb1c432dp-14"",""0x1.52e656e18e24fp-17"",""0x1.48d55be787633p-17"",""0x1.a38e6508297f5p-14""]]","[""-0x1.011f0c34c1a8bp-1"",""0x1.26fd6fd7d43cep-8"",""-0x1.47db35f128a1bp-7"",""0x1.276bee7f68daap-15""]","[""-0x1.fffffffffffffp-2"",""0x1.999999999999bp-2"",""-0x1.cccccccccccccp-1"",""-0x1.99999999999a1p-4""]","[""-0x1.ffffffffffffap-2"",""0x1.99999999996b8p-2"",""-0x1.cccccccccc9abp-1"",""-0x1.9999999988162p-4""]","[""0x1.4000000000000p-52"",""-0x1.7180000000000p-45"",""0x1.9080000000000p-44"",""0x1.183f000000000p-40""]","[""0x1.203af9ee75615p-51"",""-0x1.cd2b297d889bep-52"",""0x1.036847569cd7ap-50"",""0x1.cd2b297d889c5p-54""]","[""0x1.b70724a730ca8p-52"",""-0x1.70cde80df492ep-45"",""0x1.9063e775d4d0fp-44"",""0x1.1835b1f57b6dap-40""]",True
SPD_D04_C04_E1eM14,SPD,4,4,1e-14,5675159585946543178,"[[""0x1.0000000000000p+0"",""-0x1.0624dd2f1a9fcp-9"",""-0x1.0624dd2f1a9fcp-10"",""-0x1.a36e2eb1c432dp-14""],[""-0x1.0624dd2f1a9fcp-9"",""0x1.47cfa26a22b39p-7"",""0x1.a79fec99f1ae3p-13"",""0x1.56415534e5baep-17""],[""-0x1.0624dd2f1a9fcp-10"",""0x1.a79fec99f1ae3p-13"",""0x1.47d805e5f30e8p-7"",""-0x1.457a5d942fcd5p-17""],[""-0x1.a36e2eb1c432dp-14"",""0x1.56415534e5baep-17"",""-0x1.457a5d942fcd5p-17"",""0x1.a38e6508177bap-14""]]","[[""0x1.6849b86a12b9bp-47"",""0x0.0p+0"",""0x0.0p+0"",""0x0.0p+0""],[""0x0.0p+0"",""0x1.6849b86a12b9bp-47"",""0x0.0p+0"",""0x0.0p+0""],[""0x0.0p+0"",""0x0.0p+0"",""0x1.6849b86a12b9bp-47"",""0x0.0p+0""],[""0x0.0p+0"",""0x0.0p+0"",""0x0.0p+0"",""0x1.6849b86a12b9bp-47""]]","[[""0x1.000000000002dp+0"",""-0x1.0624dd2f1a9fcp-9"",""-0x1.0624dd2f1a9fcp-10"",""-0x1.a36e2eb1c432dp-14""],[""-0x1.0624dd2f1a9fcp-9"",""0x1.47cfa26a241bep-7"",""0x1.a79fec99f1ae3p-13"",""0x1.56415534e5baep-17""],[""-0x1.0624dd2f1a9fcp-10"",""0x1.a79fec99f1ae3p-13"",""0x1.47d805e5f476dp-7"",""-0x1.457a5d942fcd5p-17""],[""-0x1.a36e2eb1c432dp-14"",""0x1.56415534e5baep-17"",""-0x1.457a5d942fcd5p-17"",""0x1.a38e6508cba08p-14""]]","[""-0x1.32934acaff6d3p-1"",""-0x1.3b84e6593ad9cp-8"",""-0x1.1596eb1389caap-11"",""0x1.1ad9ed691befcp-13""]","[""-0x1.3333333333333p-1"",""-0x1.3333333333333p-1"",""-0x1.999999999999ap-4"",""0x1.9999999999999p-1""]","[""-0x1.3333333333339p-1"",""-0x1.3333333331b3cp-1"",""-0x1.9999999999731p-4"",""0x1.99999998e9942p-1""]","[""-0x1.8000000000000p-51"",""0x1.7f70000000000p-41"",""0x1.3480000000000p-47"",""-0x1.600ae00000000p-34""]","[""0x1.b05876e5b0120p-48"",""0x1.b05876e5b0120p-48"",""0x1.203af9ee75616p-50"",""-0x1.203af9ee75615p-47""]","[""-0x1.6d6330a3d08b0p-51"",""0x1.7f693370afd17p-41"",""0x1.335a2aad5719cp-47"",""-0x1.600af416a1dc5p-34""]",True
SPD_D04_C04_E1eM12,SPD,4,4,1e-12,3195685084840055028,"[[""0x1.0000000000000p+0"",""0x0.0p+0"",""0x0.0p+0"",""0x1.a36e2eb1c432dp-13""],[""0x0.0p+0"",""0x1.47ae147ae147bp-7"",""0x1.a36e2eb1c432dp-13"",""-0x1.4f8b588e368f1p-16""],[""0x0.0p+0"",""0x1.a36e2eb1c432dp-13"",""0x1.47cfa26a22b39p-7"",""-0x1.5cf751db94e6bp-17""],[""0x1.a36e2eb1c432dp-13"",""-0x1.4f8b588e368f1p-16"",""-0x1.5cf751db94e6bp-17"",""0x1.a3ced1b4be0d4p-14""]]","[[""0x1.19799812dea11p-40"",""0x0.0p+0"",""0x0.0p+0"",""0x0.0p+0""],[""0x0.0p+0"",""0x1.19799812dea11p-40"",""0x0.0p+0"",""0x0.0p+0""],[""0x0.0p+0"",""0x0.0p+0"",""0x1.19799812dea11p-40"",""0x0.0p+0""],[""0x0.0p+0"",""0x0.0p+0"",""0x0.0p+0"",""0x1.19799812dea11p-40""]]","[[""0x1.0000000001198p+0"",""0x0.0p+0"",""0x0.0p+0"",""0x1.a36e2eb1c432dp-13""],[""0x0.0p+0"",""0x1.47ae147b6e048p-7"",""0x1.a36e2eb1c432dp-13"",""-0x1.4f8b588e368f1p-16""],[""0x0.0p+0"",""0x1.a36e2eb1c432dp-13"",""0x1.47cfa26aaf706p-7"",""-0x1.5cf751db94e6bp-17""],[""0x1.a36e2eb1c432dp-13"",""-0x1.4f8b588e368f1p-16"",""-0x1.5cf751db94e6bp-17"",""0x1.a3ced1fb1c734p-14""]]","[""0x1.ffd60e94ee393p-2"",""-0x1.207d4e09784ecp-7"",""0x1.216783c7cb304p-7"",""0x1.df4aa02eab868p-16""]","[""0x1.0000000000000p-1"",""-0x1.cccccccccccccp-1"",""0x1.ccccccccccccep-1"",""-0x1.9999999999999p-1""]","[""0x1.fffffffff6c16p-2"",""-0x1.cccccccbdff9ap-1"",""0x1.cccccccc148b1p-1"",""-0x1.99999954cbd1ep-1""]","[""-0x1.27d4000000000p-39"",""0x1.d9a6400000000p-34"",""-0x1.7083a00000000p-34"",""0x1.13371ec000000p-27""]","[""-0x1.19799812dea11p-41"",""0x1.faa7ab552a551p-41"",""-0x1.faa7ab552a553p-41"",""0x1.c25c268497681p-41""]","[""-0x1.27d33bd511842p-39"",""0x1.d9a64a2b772e8p-34"",""-0x1.70835b1ead26ap-34"",""0x1.13371f00d73e0p-27""]",True
SPD_D04_C04_E1eM8,SPD,4,4,1e-8,2464244442272107736,"[[""0x1.0000000000000p+0"",""-0x1.0624dd2f1a9fcp-9"",""0x1.0624dd2f1a9fcp-9"",""0x1.a36e2eb1c432dp-14""],[""-0x1.0624dd2f1a9fcp-9"",""0x1.47cfa26a22b39p-7"",""0x1.92a737110e454p-14"",""-0x1.52e656e18e24fp-16""],[""0x1.0624dd2f1a9fcp-9"",""0x1.92a737110e454p-14"",""0x1.47d805e5f30e8p-7"",""0x1.4f8b588e368f1p-17""],[""0x1.a36e2eb1c432dp-14"",""-0x1.52e656e18e24fp-16"",""0x1.4f8b588e368f1p-17"",""0x1.a3ae9b5e6ac47p-14""]]","[[""0x1.5798ee2308c3ap-27"",""0x0.0p+0"",""0x0.0p+0"",""0x0.0p+0""],[""0x0.0p+0"",""0x1.5798ee2308c3ap-27"",""0x0.0p+0"",""0x0.0p+0""],[""0x0.0p+0"",""0x0.0p+0"",""0x1.5798ee2308c3ap-27"",""0x0.0p+0""],[""0x0.0p+0"",""0x0.0p+0"",""0x0.0p+0"",""0x1.5798ee2308c3ap-27""]]","[[""0x1.0000002af31dcp+0"",""-0x1.0624dd2f1a9fcp-9"",""0x1.0624dd2f1a9fcp-9"",""0x1.a36e2eb1c432dp-14""],[""-0x1.0624dd2f1a9fcp-9"",""0x1.47cfb7e3b195cp-7"",""0x1.92a737110e454p-14"",""-0x1.52e656e18e24fp-16""],[""0x1.0624dd2f1a9fcp-9"",""0x1.92a737110e454p-14"",""0x1.47d81b5f81f0bp-7"",""0x1.4f8b588e368f1p-17""],[""0x1.a36e2eb1c432dp-14"",""-0x1.52e656e18e24fp-16"",""0x1.4f8b588e368f1p-17"",""0x1.a3b95825dbdcbp-14""]]","[""0x1.8cd20afa2f05ap-4"",""0x1.1dbeacce7faa6p-7"",""-0x1.b7b00515e9765p-8"",""0x1.10137c115113dp-14""]","[""0x1.9999999999999p-4"",""0x1.ccccccccccccep-1"",""-0x1.6666666666666p-1"",""0x1.999999999999ap-1""]","[""0x1.99999a7cef3d5p-4"",""0x1.cccca8f1ca9c8p-1"",""-0x1.66664be922960p-1"",""0x1.998f15209ee5cp-1""]","[""0x1.c6ab478000000p-29"",""-0x1.1ed8118300000p-20"",""0x1.a7d43d0600000p-21"",""-0x1.508f1f567c000p-14""]","[""-0x1.12e0be826d694p-30"",""-0x1.353cd652bb168p-27"",""0x1.e1094d643f784p-28"",""-0x1.12e0be826d695p-27""]","[""0x1.c6ab476c06212p-29"",""-0x1.1ed81181cebcbp-20"",""0x1.a7d43d068cf69p-21"",""-0x1.508f1f567c426p-14""]",True
SPD_D04_C06_E1eM16,SPD,4,6,1e-16,13392536289890968477,"[[""0x1.0000000000000p+0"",""0x1.0624dd2f1a9fcp-10"",""0x1.a36e2eb1c432dp-13"",""0x1.4f8b588e368f1p-17""],[""0x1.0624dd2f1a9fcp-10"",""0x1.47b677f6b1a2ap-7"",""-0x1.48d55be787633p-17"",""-0x1.09c0482f18c75p-20""],[""0x1.a36e2eb1c432dp-13"",""-0x1.48d55be787633p-17"",""0x1.a3a3de96f9ac3p-14"",""-0x1.a09ca0bdadd39p-24""],[""0x1.4f8b588e368f1p-17"",""-0x1.09c0482f18c75p-20"",""-0x1.a09ca0bdadd39p-24"",""0x1.0c8417b3423aap-20""]]","[[""0x1.cd2b297d889bcp-54"",""0x0.0p+0"",""0x0.0p+0"",""0x0.0p+0""],[""0x0.0p+0"",""0x1.cd2b297d889bcp-54"",""0x0.0p+0"",""0x0.0p+0""],[""0x0.0p+0"",""0x0.0p+0"",""0x1.cd2b297d889bcp-54"",""0x0.0p+0""],[""0x0.0p+0"",""0x0.0p+0"",""0x0.0p+0"",""0x1.cd2b297d889bcp-54""]]","[[""0x1.0000000000000p+0"",""0x1.0624dd2f1a9fcp-10"",""0x1.a36e2eb1c432dp-13"",""0x1.4f8b588e368f1p-17""],[""0x1.0624dd2f1a9fcp-10"",""0x1.47b677f6b1a64p-7"",""-0x1.48d55be787633p-17"",""-0x1.09c0482f18c75p-20""],[""0x1.a36e2eb1c432dp-13"",""-0x1.48d55be787633p-17"",""0x1.a3a3de96fb796p-14"",""-0x1.a09ca0bdadd39p-24""],[""0x1.4f8b588e368f1p-17"",""-0x1.09c0482f18c75p-20"",""-0x1.a09ca0bdadd39p-24"",""0x1.0c8417b3b5857p-20""]]","[""-0x1.ccee392e1ef74p-1"",""-0x1.ff8aba2db8caep-9"",""-0x1.49759d6e98ed8p-13"",""-0x1.13e496f684b4cp-17""]","[""-0x1.ccccccccccccep-1"",""-0x1.3333333333333p-2"",""0x1.999999999999ap-3"",""0x1.0000000000000p-1""]","[""-0x1.cccccccccccc8p-1"",""-0x1.333333333335bp-2"",""0x1.9999999997674p-3"",""0x1.ffffffff2405ep-2""]","[""0x1.8000000000000p-51"",""-0x1.4000000000000p-49"",""-0x1.1930000000000p-42"",""-0x1.b7f4400000000p-35""]","[""0x1.9f0d3ef0faf2ap-54"",""0x1.14b37f4b51f71p-55"",""-0x1.70ef54646d497p-56"",""-0x1.cd2b297d889bcp-55""]","[""0x1.72545f7301e11p-51"",""-0x1.45ccaf4103ab1p-49"",""-0x1.195c6c9dd98e9p-42"",""-0x1.b7f64a950e8ccp-35""]",True
