dataset,system_id,lane,family,dimension,condition_exponent,epsilon,seed,U_absolute,reference_error_absolute,reference_response_relative,U_relative_to_parent,I_eff,I_eff_status,R_U,R_U_status,coverage,undercoverage
development,NONSYMMETRIC_D04_C04_E1eM14,binary64-operand,NONSYMMETRIC,4,4,1e-14,2857822919957945087,0.000000000000596531903548729224585254652189782235378252973,2.83818226059740581250302610918755939914466964e-16,0.0000000000793337732675796435877007534009628439065599401,0.000000000000675439374522785185087029762080422746977806922,2101.809710498176007916289913828558936348088864442664242497161304430837063466465887133839358931778079,FINITE,0.008513894482802933548053096655570217963679011369737700009122740690623378371727517757418668093339788654,FINITE,TRUE,FALSE
development,NONSYMMETRIC_D04_C04_E1eM12,decimal-source,NONSYMMETRIC,4,4,1e-12,17837994687134994903,0.00000000000033546220941001765688880500051101983272931615,1.15310653945978343612467680828634682228651032e-16,0.00000000208658226273830081084593274689219781077240882,0.000000000000347858106565730624214141753602989570190430666,2909.203945432290001496318754552852593179873931472127574503338461829413330183859150083273523373630825,FINITE,0.0001667119062486533725997378609033787509632331924830780154018277539255945183520681923061768968296249491,FINITE,TRUE,FALSE
development,NONSYMMETRIC_D04_C04_E1eM12,binary64-operand,NONSYMMETRIC,4,4,1e-12,17837994687134994903,0.000000000000283627171508323296578768167493911971486619243,7.67993514294558725631595516748745317087956114e-17,0.00000000208658225536925308185845714469017382382245975,0.000000000000294107676167152833334490190366171236128569272,3693.093316925330315635444643946437957738235690084149739319719795494778280064187571637929120507082671,FINITE,0.0001409518725707297458033964250520851848557462801915927753997090877453254648869089883635807691697166603,FINITE,TRUE,FALSE
development,NONSYMMETRIC_D04_C04_E1eM8,decimal-source,NONSYMMETRIC,4,4,1e-8,5436785454807911297,0.000000000000255604017715317393880502481500276197870154206,9.99260008023425785701462279769914688829126403e-17,0.0000802256266884269952826980012647332305839225777,0.000000000000409293994619165600200860354671334032011409821,2557.933027069819797966131057012850310222050592175829259646850511616673393291502112496774690198095743,FINITE,5.101786193690258774720222012129420054361527259588578887632966925267747482906541275114075230569692458E-9,FINITE,TRUE,FALSE
development,NONSYMMETRIC_D04_C04_E1eM8,binary64-operand,NONSYMMETRIC,4,4,1e-8,5436785454807911297,0.000000000000118454145738546743581603325223438776801656385,8.87430567647174222220646466921294066459933903e-17,0.0000802256266883837398985806474232906798447217434,0.000000000000189678436676722206959448355894833185140615069,1334.799026053403808783887903518845601836182421846000399394412460301028823418341701314809906705869641,FINITE,2.364312309001715454368643114967354590211940310009245708493956507507067685297007683924085115203864377E-9,FINITE,TRUE,FALSE
development,NONSYMMETRIC_D04_C06_E1eM16,decimal-source,NONSYMMETRIC,4,6,1e-16,4027718303732651449,0.0000000000146054607161069836745868921435444788833410053,8.82217892705777206798026496417330718390145908e-17,0.000000000021692975175600755576740513588006119944663741,0.000000000015841846398987428947824886856527041508548805,165553.8936227170420278554900227029339216771974296844169164538609211547476264733398205865567305916060,FINITE,0.7302754126969912932235994813288958682858493139186559304678306452096088180653578570182700019488696595,FINITE,TRUE,FALSE
development,NONSYMMETRIC_D04_C06_E1eM16,binary64-operand,NONSYMMETRIC,4,6,1e-16,4027718303732651449,0.000000000012793208145974596887985020520620906534529108,7.9774726487831690143067301054092825733883859e-17,0.0000000000216929912213929388898862000294319295776629226,0.0000000000138761825003781535353657610327560224177685768,160366.6813940877422866035654777289643239053698206762740783982427369492543929263882842510637098940756,FINITE,0.6396620161213130955541580024988581382539687938596412392095929937580504591782093810976027912796625098,FINITE,TRUE,FALSE
development,NONSYMMETRIC_D04_C06_E1eM15,decimal-source,NONSYMMETRIC,4,6,1e-15,6259528144622250697,0.000000000139145199621901532881931933476890897915399478,1.29224527756415244540368645779035177025201722e-16,0.000000000226860588409505389490734072040337114314859793,0.000000000105183884093711473012664240661035067868859654,1076770.811530350396749919924046270655294369302787907923038481156777515792783159707166069250780251853,FINITE,0.4636498778000361579633619615160595299300555106013719292167804546656464984856285034463377526390751849,FINITE,TRUE,FALSE
development,NONSYMMETRIC_D04_C06_E1eM15,binary64-operand,NONSYMMETRIC,4,6,1e-15,6259528144622250697,0.000000000036511606294965053466353277859545373787718336,1.59567463569091622962767060652277056058264306e-16,0.000000000226860564926310207026328106222727151479483207,0.0000000000276001800639936995647662008235765777601173395,228816.1099907173561549256382934156452824805327422804160782031480548879850798724416791016355490014992,FINITE,0.1216614270221838905096283399863573897659811721442726941381483923715666006936583373090956223434886914,FINITE,TRUE,FALSE
development,NONSYMMETRIC_D04_C06_E1eM14,decimal-source,NONSYMMETRIC,4,6,1e-14,15033861791882528176,0.000000000113701115930120918464849427423668574770133281,2.82065522090931329310996572269886580111975318e-16,0.00000000417091786663775036743243548590663410870594673,0.0000000000790277385526823082359742359098820356286004368,403101.7867311919715935515923965678064900924739193506350128779697138691705608195348046259498446135520,FINITE,0.01894732552391110652986374690829782562301300074307621438485010460331448956036399730033369858284932087,FINITE,TRUE,FALSE
development,NONSYMMETRIC_D04_C06_E1eM14,binary64-operand,NONSYMMETRIC,4,6,1e-14,15033861791882528176,0.0000000000624726262238026844370863657238954903895560203,2.26832442468826876326847170471218765229055298e-16,0.00000000417091788227280245193412269994643699547015223,0.0000000000434214768388761981795670852137947463179430927,275413.1002772593742768335003140539234959306421631850327345565856131141850772270755995594568757178219,FINITE,0.01041053266079051022269998447083390422432191271966759593210629832097770370652281692995075271041439161,FINITE,TRUE,FALSE
development,NONSYMMETRIC_D04_C06_E1eM12,decimal-source,NONSYMMETRIC,4,6,1e-12,7160601096719745367,0.0000000000428183104477841498405779918799168680163643084,6.61197731363805747430804928130032626395300772e-17,0.000000102667119593366861384619473276123415755638936,0.0000000000439306595922881186003214299497680107792167335,647587.0744363543479309576127885366531396661951481107075578427665744925734437994075271047102482959944,FINITE,0.0004278941472818567298341935393243461761521306509933619500071868949662628271646595281711859210163889781,FINITE,TRUE,FALSE
development,NONSYMMETRIC_D04_C06_E1eM12,binary64-operand,NONSYMMETRIC,4,6,1e-12,7160601096719745367,0.0000000000266700473346183501341662357838302754309289934,5.61254019511349147909983713114690825959415266e-17,0.000000102667119596366238107599462257840319330369847,0.0000000000273628912144047930177606770542269758043654129,475186.7498042756317993179369198229804807011203474178974657025139049965108553758309117813003385708860,FINITE,0.0002665204918768682882643830217330944773720603783557495033616268624928757991002203864060103877279205947,FINITE,TRUE,FALSE
development,NONSYMMETRIC_D04_C06_E1eM8,decimal-source,NONSYMMETRIC,4,6,1e-8,3683492680444792933,0.0000000000989634709409933484114998141447100350503042737,1.12726453823533105605824535511306056097113753e-16,0.00236577728590813417890875582752545383390602978,0.000000000078731110174420447755589986972651141756857681,877908.1358836593113650941722679571915976752355046879469602132453606404243428614028596460221377012483,FINITE,3.327917240705035083086884628538360240415520345939806717426995076098033242040432591798264366080507192E-8,FINITE,TRUE,FALSE
development,NONSYMMETRIC_D04_C06_E1eM8,binary64-operand,NONSYMMETRIC,4,6,1e-8,3683492680444792933,0.0000000000544863270018894975612344243662082134848733184,5.39411497905065795855818072926192770656116418e-17,0.00236577728590811060555613931052678874283116221,0.0000000000433469943343339574870154034388573501619358191,1010106.888961400428317251661273676472443760972043273812192682836988694647221824542668856472270765515,FINITE,1.832251691337677441496620689238424327118018484970410622471230830499205261220271525037322488130879748E-8,FINITE,TRUE,FALSE
development,NONSYMMETRIC_D04_C08_E1eM16,decimal-source,NONSYMMETRIC,4,8,1e-16,6959896443431169493,0.00000000712986122256366552165402864609469749940118765,1.21847749812299906283470676595606916289000793e-16,0.00000000472887370826292434318035474707967716501626003,0.00000000561911782454306121028741290789898962816241116,58514508.75003308881626385824921946935987771152631655596406355456424733102734771714836081189240163241,FINITE,1.188257113892591924784771433838030216771695963433438830715827449423468545595446374222152959783111312,FINITE,TRUE,FALSE
development,NONSYMMETRIC_D04_C08_E1eM16,binary64-operand,NONSYMMETRIC,4,8,1e-16,6959896443431169493,0.000000008693480201187648658388888472991103809511125,1.44424572621204153724673609295803413893689112e-16,0.00000000472887371034027517312848866607119467530983867,0.00000000685142221298957636127235669800576845756826516,60193913.28918004128970114904137328984018844951506260755367599918192635964577650762360804028827919946,FINITE,1.448848633451149859886571693650226067136811082022888698645314410339585128752544772161811825931021269,FINITE,TRUE,FALSE
development,NONSYMMETRIC_D04_C08_E1eM15,decimal-source,NONSYMMETRIC,4,8,1e-15,3646605379634665110,0.00000001561708001693589538238673054607495306730299,1.63655629341535566007813199315893820148746062e-16,0.0000000503565778330695753505126503447699597974141709,0.0000000131055624212403448083019422702823161690547461,95426476.19132220514243595523309975429387029053872082597964323897349250182604156394942627910992371159,FINITE,0.2602552235516253664619948154819625570760485995826087394351656525160483945430566643524716927340677123,FINITE,TRUE,FALSE
development,NONSYMMETRIC_D04_C08_E1eM15,binary64-operand,NONSYMMETRIC,4,8,1e-15,3646605379634665110,0.00000000921688593615950091607116338642611726717874404,8.39106815030016982127160856717040975020802077e-17,0.0000000503565778497541864107727074121029242616479973,0.00000000773463885917198043008912419434501530868259573,109841628.8733132204986359871400470175913605486666355548203736514025430812948013119833428602555138913,FINITE,0.1535973886519720433204458682690689880518543685841325059415770502995744960800008178332247468420517380,FINITE,TRUE,FALSE
development,NONSYMMETRIC_D04_C08_E1eM14,decimal-source,NONSYMMETRIC,4,8,1e-14,15259390737583764632,0.00000000507222039809721657998131190683065773935272914,6.81404045629891949991475738577982159493311974e-17,0.000000730323556786524583978070282375533132642971331,0.00000000926056509558559754958031373096143255213371589,74437779.32677873643475847086809772830395167258029624341687788871814608182401736586343016709377114019,FINITE,0.01268008543546471425556077941635156159715391886113376696211343727024906410100531666907502068920040284,FINITE,TRUE,FALSE
development,NONSYMMETRIC_D04_C08_E1eM14,binary64-operand,NONSYMMETRIC,4,8,1e-14,15259390737583764632,0.00000000483242995996313982464171011941220516413893384,6.50585245103688327121701202537934136319589144e-17,0.000000730323556777575473247355173586431883017535044,0.00000000882276965545199477614951066408837564021654249,74278197.91998144096009985547813585050783428274705087979660046065531397137755888359291261251054022884,FINITE,0.01208063134972794460604522668741539702976927339955121936961861933945034214335526878220689327027610292,FINITE,TRUE,FALSE
development,NONSYMMETRIC_D04_C08_E1eM12,decimal-source,NONSYMMETRIC,4,8,1e-12,2087542072858040326,0.0000000202294322108733480708814183828056459069250725,1.36774675892814297413689160451635286518271945e-16,0.0000167263490650609202041357807649523729451021789,0.0000000169167010533229147115915289375498325288851666,147903345.9872825589833202565773588842708863865509572656948748712970274669723690396320002164995290957,FINITE,0.001011380366840460961836604312217449291013040270746378578401458738945070334791645779204239550163523129,FINITE,TRUE,FALSE
development,NONSYMMETRIC_D04_C08_E1eM12,binary64-operand,NONSYMMETRIC,4,8,1e-12,2087542072858040326,0.00000000866187938059533134814666344913650208340772309,7.87009687652306173530359673474805980800159985e-17,0.0000167263490650527304729254592749931724653057244,0.00000000724342742366801452660281482103903393622143408,110060644.9513245639592548105134044408837478671800169345002462886421472351160318987874003228025249451,FINITE,0.0004330549001157760626297812122526618559490151139324111865333491658868189454256102543414321035904916536,FINITE,TRUE,FALSE
development,NONSYMMETRIC_D04_C08_E1eM8,decimal-source,NONSYMMETRIC,4,8,1e-8,17668072326967174803,0.000000010153705725608019347509653908616186848008199,1.9862709833726516361713977954638130815580997e-16,0.120489968053836173662824552000745749658772698,0.00000000815565269879633356322546147478310527531571391,51119438.43818940343496032130506440235300475205520739583651894355061749705606062460109978864156375873,FINITE,6.768740029171808665710165446993230981873008096101419904881965672949027431507435161129605000524901395E-8,FINITE,TRUE,FALSE
development,NONSYMMETRIC_D04_C08_E1eM8,binary64-operand,NONSYMMETRIC,4,8,1e-8,17668072326967174803,0.00000000702454751202474171934727614115158176389879809,1.874961302926358494900931556684955792524193e-16,0.12048996805383617439712899916703352853599982,0.00000000564225233845223149920251518232966656444110365,37465026.61714208090092820700396550497928013919165617856882947138050116998767719360049337431412174603,FINITE,4.682756937848314730690972419500853943269063940298062448018148882516906912431929736661261213618328883E-8,FINITE,TRUE,FALSE
development,NONSYMMETRIC_D04_C10_E1eM16,decimal-source,NONSYMMETRIC,4,10,1e-16,2859847189911971493,0.000000929049582546628455706141151235974857816123488,1.02747054393896770743439385571620799086030057e-16,0.000000512720368181240912122370477322569817096245981,0.000000793740625247272048431276326889772001602171682,9042104301.939136575603949199444468541347923139261794465981690365320869398083903376225176405641608731,FINITE,1.548096534691778853673816556193386286716711130807161989381730979689197415036647406599800962899691807,FINITE,TRUE,FALSE
development,NONSYMMETRIC_D04_C10_E1eM16,binary64-operand,NONSYMMETRIC,4,10,1e-16,2859847189911971493,0.000000839660937624728492775655052452425651658148223,3.84493267531797866504340458830290434549944899e-17,0.000000512720368210692296680299046871048817773907427,0.000000717370751945322397198244019504398833112196907,21838118077.19852822762824469351872451884643839751960919710005469965875977025911811900300475900332901,FINITE,1.399146194345322111564969200741464309256745245922438179058967743922460384711905957185455012673315744,FINITE,TRUE,FALSE
development,NONSYMMETRIC_D04_C10_E1eM15,decimal-source,NONSYMMETRIC,4,10,1e-15,3580277374669733770,0.000000371988071188036532913112869684155610678195997,1.20141766932335173480445099599590427214627106e-16,0.0000009285598807084412459301252083994173526230489,0.000000345382253385458433038958586115286482036380113,3096242719.632575900098805602803652019916404066511086198804588460879355585137706006117181498913669594,FINITE,0.3719547447192639318644927737933848750960267771661531525234441627854473308878636498331069808615748286,FINITE,TRUE,FALSE
development,NONSYMMETRIC_D04_C10_E1eM15,binary64-operand,NONSYMMETRIC,4,10,1e-15,3580277374669733770,0.000000620123813936455600614664019948056400851769495,1.14492842880088695233239470529827161755694182e-16,0.00000092855988070587703546571209233988807332678386,0.000000575770506702866533050995556935589629313016846,5416267063.836708563561084674016925526740036937424978970963525793444640724562028478902912174996125134,FINITE,0.6200682569498636857418762799145208213418166813671429145455361890309045717203549914312149087515117472,FINITE,TRUE,FALSE
development,NONSYMMETRIC_D04_C10_E1eM14,decimal-source,NONSYMMETRIC,4,10,1e-14,16446268838072691269,0.000000132082355298399389604534512857063891148255732,6.13682821745755954384492939912658282515718654e-17,0.0000707332350642536433129594524033284102096375151,0.000000103773699007321248037307130153879716371048383,2152290248.611848672849485452049212734211291099046335189462661842281609613037600565745783975249366892,FINITE,0.001467113711299276032432721027192591461273411435873144361175424846057483133641114442926998086871135306,FINITE,TRUE,FALSE
development,NONSYMMETRIC_D04_C10_E1eM14,binary64-operand,NONSYMMETRIC,4,10,1e-14,16446268838072691269,0.00000012755119173602037674462554044219834630275047,1.03873506389822687453830857960216177545412455e-16,0.0000707332350642202184687586749972790952303997229,0.000000100213680694406144283264422494109592870208449,1227947300.222432658817165244385406438392901367113121123091275880694201736947873415010738874498384764,FINITE,0.001416783505001856596395054501695135829423897852092939085241392290846684128231384326716353977138874628,FINITE,TRUE,FALSE
development,NONSYMMETRIC_D04_C10_E1eM12,decimal-source,NONSYMMETRIC,4,10,1e-12,2939929111680959684,0.00000014282162025714088982775985166292855855017217,5.02543750704505748082083373491732422213466009e-17,0.0051140602449131025496293854203173585886209343,0.000000368763837822844346325684500803414181422994802,2841973859.130119474416721460058449891387713708128220388887244669733911430599527687222595888450778589,FINITE,0.00007210783998675993965969913796557398641878998902124639093624728851834661350484981805929705348911136223,FINITE,TRUE,FALSE
development,NONSYMMETRIC_D04_C10_E1eM12,binary64-operand,NONSYMMETRIC,4,10,1e-12,2939929111680959684,0.0000000544495404372191360084406839783142484571332574,4.07827739966682048304990054122304427352955055e-17,0.00511406024491308434797426183412914360436921543,0.000000140588108881331349131494712599508341919223653,1335111251.668840702878557356867189042217939034717913718410582702687079972002974714059921905904782373,FINITE,0.00002749050698438158592137593153936275172956282563917571442995979307226690041398750154218751280946032781,FINITE,TRUE,FALSE
development,NONSYMMETRIC_D04_C10_E1eM8,decimal-source,NONSYMMETRIC,4,10,1e-8,13271854272228353547,0.0000000098717423546729615458358537613615169311064635,7.15268058479380295536161927095313910044774274e-17,0.609282032896852146034495385265055179117454232,0.00000000754911005626134968394611368712441479098987058,138014584.0100805163975401392230312252444004428187776494566440267810667443702091583325419393986144941,FINITE,1.239017343145480458252917015162135981151734487998360727143890264132203368751560085350239380308439799E-8,FINITE,TRUE,FALSE
development,NONSYMMETRIC_D04_C10_E1eM8,binary64-operand,NONSYMMETRIC,4,10,1e-8,13271854272228353547,0.000000344419952924073884051074646860740342850002665,1.66562306253886448017667951167524962511756301e-17,0.609282032896852090896157621781407087718885492,0.000000263384520865802485685716887383899945329120874,20678145053.96459893612163168491710903267657169767138697946472018669837417543382953135361304836995980,FINITE,4.322867024545789538771801485354078137671956165299321393310814834045254757840460696667011731837899598E-7,FINITE,TRUE,FALSE
development,NONSYMMETRIC_D08_C02_E1eM16,decimal-source,NONSYMMETRIC,8,2,1e-16,4494217851407259990,0.0000000000000230438133010931452340427367960795677604923746,1.26733214030780613385289055795475108866835837e-16,2.60109874821225346244336911334553155296056497e-15,0.00000000000001557156598840788588157104301055864734172921,181.8293134702346255812853705736205844183435335730640075532033202070031759856409347209853625609861152,FINITE,5.986533959585460275118404204709176171416012550955435691717542934092970252252696500065612455768925552,FINITE,TRUE,FALSE
development,NONSYMMETRIC_D08_C02_E1eM16,binary64-operand,NONSYMMETRIC,8,2,1e-16,4494217851407259990,0.0000000000000182862757726433448518431870108974190322399133,1.04927144379783714522293714618433604461411838e-16,2.6059383655505314767982938491110929964527058e-15,0.0000000000000123567200512960484557082574133154215122211426,174.2759309874686423333073394524638440294845248662851786785134798092269280326473622619417773313400151,FINITE,4.741754530593268015134250859963339214123870963625006560648926079609338702667001419967281829808147741,FINITE,TRUE,FALSE
development,NONSYMMETRIC_D08_C02_E1eM15,decimal-source,NONSYMMETRIC,8,2,1e-15,4177754880009080075,0.0000000000000297046842189366508410952289210688647390159676,1.97383576169697752039640322557027190421862898e-16,0.0000000000000354412691269416782855511181488504895546703185,0.0000000000000253784244325067499282747747791782351402751008,150.4921776946551347654282627344488838977066374301580331187308283507100211116434504264801704656238804,FINITE,0.7160698546546863434466252353731686806601823512276929830558545049502017910246888163507355271450680772,FINITE,TRUE,FALSE
development,NONSYMMETRIC_D08_C02_E1eM15,binary64-operand,NONSYMMETRIC,8,2,1e-15,4177754880009080075,0.0000000000000234171938353848537481862991564945697722689884,1.14347107757073354229770517962814872829311677e-16,0.000000000000035416128246705402432257809931651205583426784,0.0000000000000200066588754987772483307566625711775476783894,204.7904340976765847839728852114640641773918436121938981292870364071941264903787793552929599135947163,FINITE,0.5649024855606542367676908826509831630974904662525079357332966709504870862346538889928879750404928334,FINITE,TRUE,FALSE
development,NONSYMMETRIC_D08_C02_E1eM14,decimal-source,NONSYMMETRIC,8,2,1e-14,3124709001253296562,0.0000000000000408760762295941864267494420743841110128261431,1.72893018822824758757681156799438808820611135e-16,0.000000000000701161541708546180457437130998351888363641744,0.0000000000000302993635729737718520898072352306462291684829,236.4240991794045960546178433887879919426222301867221993911026015854810410826545643130784871178642239,FINITE,0.04321309965053444816502993666591350372708359880802418602850356172208986879624300272798930656061927831,FINITE,TRUE,FALSE
development,NONSYMMETRIC_D08_C02_E1eM14,binary64-operand,NONSYMMETRIC,8,2,1e-14,3124709001253296562,0.0000000000000335257135819074944481248879028824797935759435,2.00611469316149944751659847550833710255134544e-16,0.000000000000701210758686551060418197717670493007790147038,0.0000000000000248509122831647300705486087854504491382363214,167.1176313906223602647133462041190910963884740863172792658440839423424730103539140577224417891195900,FINITE,0.03544000427163063798378737573301251003034904442156588721140100963602507576076221084982540065305310025,FINITE,TRUE,FALSE
development,NONSYMMETRIC_D08_C02_E1eM12,decimal-source,NONSYMMETRIC,8,2,1e-12,4784670572554172589,0.0000000000000251618166467968396391606894080500151370656218,3.08461240356504631096741841613033599543674555e-16,0.0000000000532316585350594739148164922543207031211960237,0.0000000000000197689901976917798256755799310688584095889101,81.57205299996856971917450898318696876761709996097175747674247718687901582581265393480842292794856781,FINITE,0.0003713765593959751043443084359194456154863119031606595822109294788825100016637552099026269541605078386,FINITE,TRUE,FALSE
development,NONSYMMETRIC_D08_C02_E1eM12,binary64-operand,NONSYMMETRIC,8,2,1e-12,4784670572554172589,0.0000000000000195723602460886901614912663266455270825368695,2.91486856839980129240636080922265412254575901e-16,0.0000000000532316872404054495588161181457536765303094204,0.0000000000000153774985042614633078741170591112243345325694,67.14663041165346704428196236092451530706387808747636977466678436781884637552850423280944280424678743,FINITE,0.0002888786604642730761287341518592379728108532469058755348248557039823022175093256680203644860717772282,FINITE,TRUE,FALSE
development,NONSYMMETRIC_D08_C02_E1eM8,decimal-source,NONSYMMETRIC,8,2,1e-8,16472513518903424566,0.0000000000000472026109559960042729751118305586591913259173,4.23787182084855032302092001962362468960490784e-16,0.000000450318274673495305252865785898630930481888227,0.0000000000000268961837747266329009274509460922195982226524,111.3828189040050097055028508552572486954420718884735212815597260855549792887402712727181357942795483,FINITE,5.972705370269016139367205205583407817139807692799138468478846649462284697324725761708021508268062995E-8,FINITE,TRUE,FALSE
development,NONSYMMETRIC_D08_C02_E1eM8,binary64-operand,NONSYMMETRIC,8,2,1e-8,16472513518903424566,0.0000000000000529270830713386617681538333226870451065304796,4.29243053943082087894576712090597937052526077e-16,0.000000450318274662536170327793991529210031473578552,0.0000000000000301580044856844960555364619230976453251023502,123.3032953827526068646841547430041997762365654542703905594196311335284351202488154261001161245477441,FINITE,6.697042110557158897578159142989103932072744923380788052885575842260124175102906980593126691676782685E-8,FINITE,TRUE,FALSE
development,NONSYMMETRIC_D08_C04_E1eM16,decimal-source,NONSYMMETRIC,8,4,1e-16,1323502162765575003,0.00000000000111342936578714192015012621827328765340570788,5.02153533200465636171351842045359763411658289e-16,0.000000000000316252875144926412072868780381017531002694298,0.00000000000070279038392958058726221782442267793199297264,2217.308636047469039387676461757185379513271670692690029561039006289842706651825273499749202354857083,FINITE,2.222241880354507590751147149999182586015480996504653483637364665155677941455053681925870776695509211,FINITE,TRUE,FALSE
development,NONSYMMETRIC_D08_C04_E1eM16,binary64-operand,NONSYMMETRIC,8,4,1e-16,1323502162765575003,0.000000000000477454456423654132517798517257758333973831858,4.57706621929756775268093692282398760135057934e-16,0.000000000000316266709209354813562137495778068775845461142,0.000000000000301366580628714467075223498258090256834589387,1043.145179789266876304317048309513862822133643644738182362758975941200908183786998806180241925751172,FINITE,0.9528874581270673383879054305447102578226220735217745368541285713925457702388646720219785993046161527,FINITE,TRUE,FALSE
development,NONSYMMETRIC_D08_C04_E1eM15,decimal-source,NONSYMMETRIC,8,4,1e-15,8733922341108584867,0.000000000000518253520732918828965132415738598778621805392,2.84104235888295331437166884172618508615991122e-16,0.00000000000399145537614167984321807276056231686080388209,0.000000000000341726251839905332769067101369543923316513263,1824.166820718177461728425077617622817304246612613383248163915306838701860325000463449771045842012899,FINITE,0.08561444877538209789304913534039656236238104647778986452754938992886951334489681272182510927574306965,FINITE,TRUE,FALSE
development,NONSYMMETRIC_D08_C04_E1eM15,binary64-operand,NONSYMMETRIC,8,4,1e-15,8733922341108584867,0.00000000000035420176991185936019777091746839706690360861,2.84055392767932558698634838245606990009184093e-16,0.00000000000399146079309399199833387164951079563161654788,0.000000000000233553730722107453440224153080938819217720293,1246.946120122545801252486155614373130049709296606535544250998478004054608319406318780537080696405114,FINITE,0.05851334707488574021412221323307753055280284041574429281084076865181951054798879936404634868487056115,FINITE,TRUE,FALSE
development,NONSYMMETRIC_D08_C04_E1eM14,decimal-source,NONSYMMETRIC,8,4,1e-14,18364031469854188416,0.000000000000313810981710428699162182513075292849292153251,3.87007395135703934644352579292657849435823662e-16,0.0000000000505878839362489640473935339283685980373670529,0.00000000000017570041851537358912561804807087395165673986,810.8655949594737006471104350761286016844515442240723983629018612690449296340054065448925376563050732,FINITE,0.003473171930590967152180281043832868356344036275040364176481029748431117062113581229701066551594320099,FINITE,TRUE,FALSE
development,NONSYMMETRIC_D08_C04_E1eM14,binary64-operand,NONSYMMETRIC,8,4,1e-14,18364031469854188416,0.000000000000305787495046571137267839953438171914059463481,3.93961882682627849871901262029211300175319908e-16,0.0000000000505879018107894519406847060187219175576281346,0.000000000000171208128420525573232014417013142796017497827,776.1854851650985574990481215525028318854063652293838715297973782772658563423160481770009233812595866,FINITE,0.003384369034732531369431619344221556611584056995586261152747833478448369036640992634471488233542864239,FINITE,TRUE,FALSE
development,NONSYMMETRIC_D08_C04_E1eM12,decimal-source,NONSYMMETRIC,8,4,1e-12,9553915480070111275,0.000000000000701711316492032938576523589858713550802149841,1.9927274377843879979132977296372885765109503e-16,0.00000000480340610956365327974477131692143812108354948,0.000000000000374013388377349742024897937738268675204651993,3521.361241817546114996602535665850216778811261112788667596702651706451561576432238923984007513500975,FINITE,0.00007786420299393039070489645140992906769189148645250983831627380605315322250953395621599595714749929671,FINITE,TRUE,FALSE
development,NONSYMMETRIC_D08_C04_E1eM12,binary64-operand,NONSYMMETRIC,8,4,1e-12,9553915480070111275,0.00000000000102781835338612897671485516990151631622468562,2.69422074068974450026722779395159458516621091e-16,0.00000000480340608945480678141023018502142500545841187,0.000000000000547829023063416647650863802374551225805666638,3814.900308142525567722966930719523629313003675975072123759049522465471806391881041714221237851103694,FINITE,0.0001140501162843793616517819974004312068376753856648652848773582709021120686581421017806558259023395239,FINITE,TRUE,FALSE
development,NONSYMMETRIC_D08_C04_E1eM8,decimal-source,NONSYMMETRIC,8,4,1e-8,9242205234197731764,0.00000000000116108205225505538099210288240183577200248316,3.41189409103563112868161716202232173488518988e-16,0.0000443127045587463917045775706492049568883031285,0.000000000000640125256566137665740128233957925086234026007,3403.042478093526369507425907322967049276920991417735714010524014960903897917364265089704716680061764,FINITE,1.444563727130463454736374932003883419916403434044858899405355648124314419287335040260290444057535337E-8,FINITE,TRUE,FALSE
development,NONSYMMETRIC_D08_C04_E1eM8,binary64-operand,NONSYMMETRIC,8,4,1e-8,9242205234197731764,0.00000000000097086156594817246800656344270323002333665779,2.90416579711148520549760746514526408396942455e-16,0.0000443127045587209583909115582131890565420226153,0.000000000000535253307710467356957174285214192505521833538,3342.996349980438133026574445287559933833973310136619261860324532666302834688394618683616115376040570,FINITE,1.207900337026770060148335474094578547786396834200572552554146700095002396882297883048762607469542518E-8,FINITE,TRUE,FALSE
development,NONSYMMETRIC_D08_C06_E1eM16,decimal-source,NONSYMMETRIC,8,6,1e-16,238568259158462125,0.0000000000847382442112159567912766252313377434751180373,1.75432675065885093157027080749259567135838691e-16,0.0000000000135836599470554376640233270137458967378627437,0.0000000000564921628074773045275177501542251623167453582,483024.2951000539444063212956684385170935544008877828614610336039373076175410340412260597142568344985,FINITE,4.158832231347431903107175730633026734322789746668895529682177011862139617471195389988256599488552775,FINITE,TRUE,FALSE
development,NONSYMMETRIC_D08_C06_E1eM16,binary64-operand,NONSYMMETRIC,8,6,1e-16,238568259158462125,0.00000000017516128716764435098449553515338852724940687,2.42795989004430113616421062004342523862302791e-16,0.0000000000135836752540654689308138406952053476421150615,0.000000000116774191445096239476858871563062321401755899,721434.0232138197155098248509225739473712001451165423346568514036018054914031332122308143871999102489,FINITE,8.596656594108932277708352706206932645928717477737209811308993009597481095178616583470793677885368649,FINITE,TRUE,FALSE
development,NONSYMMETRIC_D08_C06_E1eM15,decimal-source,NONSYMMETRIC,8,6,1e-15,9167886977579213811,0.0000000000391059047898576807588342830866858300613935401,7.58615207931654030263777042204381581161365546e-16,0.000000000551554743345702425233991086559960814394753742,0.0000000000238877332961374392055135308912714061317712296,51549.06516635618463191242529489420145730027854659699869378097102496715198891021176503009587069339550,FINITE,0.04330981391119164303874318208383910199719837098040203576881812993979567184452133452247444398305289959,FINITE,TRUE,FALSE
