dataset,system_id,family,dimension,condition_exponent,epsilon,seed,U_legacy,U_source_z,U_source_zg,U_binary_z,U_binary_zg,U_sub,U_source_r1,U_binary_r1,error_source_direct,error_binary_direct,error_source_z,error_source_zg,error_binary_z,error_binary_zg,error_subtraction,source_drift_z,source_drift_zg,arithmetic_error_z,arithmetic_error_zg,source_coverage,binary_coverage,source_severe_undercoverage,binary_severe_undercoverage,source_parent_z_coverage,source_parent_zg_coverage,binary_parent_z_coverage,binary_parent_zg_coverage,subtraction_coverage,eta_source_reference,eta_binary_reference,relative_U_source_r1,relative_U_binary_r1,source_reference_label,binary_reference_label,maximum_reference_relative_residual,finite
development,SPD_D16_C02_E1eM8,SPD,16,2,1e-8,7802784700789961319,3.743873050711864e-14,0.0000000000000874464592042027650212762732515284418287400516,0.0000000000000886018192781705992309564279731130953846577422,0.0000000000000803937887097590801876716945750786288068909679,0.0000000000000784853971483329484024087897998469045866870542,4.28264051845271756765282713599737951385579932e-16,0.000000000000176476542534218636008997983938241275164783374,0.000000000000159307449909937300346845767088525271344963602,6.43145549162564420745256588127776431721508334e-16,5.89152400311663609273766134404626971485605142e-16,4.28354056431896923611497422030801963647989088e-16,4.04362868958403892548523546957713380970791346e-16,4.08479341352582044694172063269929817726561218e-16,3.85300199158138124693146989190350369824777539e-16,0.0,9.56373007273472886301684478290059734884238451e-17,1.55622943497402211388400721646348280057545614e-16,4.08479341352582044694172063269929817726561218e-16,3.85300199158138124693146989190350369824777539e-16,True,True,False,False,True,True,True,True,True,0.000000578534914505174620654230027015923483838968105,0.000000578534914492372659531962911608329060660046205,0.0000000000000914988249305119967579648806000691830878068034,0.0000000000000825970650836459080229990237983693862934900489,OBSERVABLE,OBSERVABLE,0.0,True
development,SPD_D16_C04_E1eM16,SPD,16,4,1e-16,8808774310256885855,5.5006731826081775e-12,0.00000000000570086838800695360053493028740622194936847421,0.00000000000451232489779568469788202567338389213536592031,0.000000000006659509976510206043521062208577175448350985,0.00000000000728158007643574384603605916955870853745539031,5.65233285126117502944054414066101794057470236e-16,0.000000000010213758519087764415919900015204180186528452,0.0000000000139416552862310760070600654325499500876004328,7.51109541559533002418826039207600439054473699e-16,5.88582022710024974084205484349557555171265623e-16,7.82746600981455918491205475039586242142348481e-16,1.17636410980126663687341606572233048351404702e-15,7.35417488589053678701524486971847216110567701e-16,8.43652003159177631832358193006882315165596803e-16,0.0,4.70422357944740948072112836667315721090749092e-16,9.25967661523421342924181828866089347498285312e-16,7.35417488589053678701524486971847216110567701e-16,8.43652003159177631832358193006882315165596803e-16,True,True,False,False,True,True,True,True,True,0.000000000000372372364837877072567178565030378990567820354,0.000000000000372365882207187946685027119391240592457557716,0.00000000000401234328347157084399517909019708053173521729,0.00000000000547679944103292840423141662879589333456277182,RESOLUTION_LIMITED,RESOLUTION_LIMITED,0.0,True
development,SPD_D16_C04_E1eM15,SPD,16,4,1e-15,9600171825583631650,1.6763704338343048e-12,0.000000000006233927687933104122718636981330073306483581,0.00000000000305313941912039400092282198288771264416490277,0.00000000000553192145675637286311250330019368480181601411,0.00000000000198714302842784504961277014174132645118096057,5.50652713099346755223937848958258369986754695e-16,0.00000000000928761775976659747039668290206674420901847053,0.00000000000751961513789731725948049737978396951136696144,8.90374429924633709529859348780800269138222855e-16,9.01725339812424628378237321155728588748006267e-16,6.97543504843956858928614642852442419379237687e-16,5.33817701937383496933228789962954719332203134e-16,5.73156542624753057534396981127084460439523932e-16,5.64810476996071364099840642226776570424889415e-16,0.0,3.2192879319432293473595613515787422139024408e-16,2.78175207503139775180133120844946225293182581e-16,5.73156542624753057534396981127084460439523932e-16,5.64810476996071364099840642226776570424889415e-16,True,True,False,False,True,True,True,True,True,0.00000000000462032273321641208568938787500536826243467272,0.00000000000462034304866577337870431199020119192684845929,0.00000000000374512894806673714682852811014860801319057432,0.0000000000030322014815527694799937217343460227271558232,TRANSITION,TRANSITION,0.0,True
development,SPD_D16_C04_E1eM14,SPD,16,4,1e-14,1796160800765820828,1.6550829308480077e-12,0.00000000000316277846005765951403410856503380587036766496,0.00000000000307277715628128173045530900857446064279812979,0.00000000000247343939857337346946836537655756565898623114,0.000000000000854375437667227419222451263678821562737289213,3.89686700121544315581461096422382481507752286e-16,0.0000000000062359453030390627888049990347046888956473025,0.0000000000033282045229407224330063981013328096042050281,7.01721328979743825584016139965478182661913249e-16,6.82717374763440314799261358358746703273074936e-16,3.84161632361308446359148230052729884107668432e-16,5.4966658096304717154562500270932268726021003e-16,5.18297210521962276867916473173227914997329674e-16,4.07092764286472139454235081170539954351994846e-16,0.0,2.90127036787705498295294851373320444874680216e-16,3.23799413628189227094646391175975340715553654e-16,5.18297210521962276867916473173227914997329674e-16,4.07092764286472139454235081170539954351994846e-16,True,True,False,False,True,True,True,True,True,0.0000000000471838218673868261086134846468328235115633458,0.0000000000471838411851274170843429818181294313172309801,0.00000000000355325960752551627028766140488060478008890869,0.00000000000189642053004949522929082560391278849923826318,OBSERVABLE,OBSERVABLE,0.0,True
development,SPD_D16_C04_E1eM12,SPD,16,4,1e-12,8930414115879440999,3.5317501826033996e-12,0.00000000000566898260570515401095591625956389977696091693,0.00000000000337854854341052487225185172689750781654576713,0.00000000000450893757678003089186355018055604504029187694,0.00000000000355489336053003855188543189450485795885138977,4.31704051852212029113985431790550201954302806e-16,0.00000000000904796285316753109523688197189319814370863837,0.00000000000806426264136192165577809606049269354934522101,5.35676798649062410848854589022154945057228245e-16,5.71006191864585306867338774476233711031726677e-16,4.30989664929752258155202184920301641203519799e-16,2.98531921610536646936074136222700839199910593e-16,4.25013886698655506826016273992293212729794499e-16,3.41674116321280809253012067860828169013032734e-16,0.0,3.6162746378754245166660258611084778549821579e-16,1.88246018502667914267656694752062038559294616e-16,4.25013886698655506826016273992293212729794499e-16,3.41674116321280809253012067860828169013032734e-16,True,True,False,False,True,True,True,True,True,0.00000000503764253378130171932085566703621030177603379,0.0000000050376425177156437489513453763178793133179855,0.00000000000465376992858772390477353792746030816551473558,0.00000000000414780913512097417036244073678087804240526228,OBSERVABLE,OBSERVABLE,0.0,True
development,SPD_D16_C04_E1eM8,SPD,16,4,1e-8,6765609660356563619,1.87520529510453e-12,0.00000000000261780560029893082178872695366008480381874783,0.00000000000204190362608248656417652008265358486877838446,0.00000000000214793469783836807351798741508431601460506062,0.00000000000155800351937398318382808347246193939022232451,4.52877771051933097990168613538319641973852491e-16,0.00000000000466016210415246931906323720492720799223910615,0.00000000000370639109498340319044406105615979372446935898,9.49178578287782752913708275921485523382323585e-16,8.72496594190284216880124166986279190246847633e-16,4.87140004544502229561978962597761081836745745e-16,6.8871105629394367781926868034085869215118384e-16,3.57679409874869191137345699006030313076693843e-16,6.55603847003090586881030082822938898325485649e-16,0.0,1.693210637144487982897422083404715318444706e-16,1.84125598775412513054561518464353198614607364e-16,3.57679409874869191137345699006030313076693843e-16,6.55603847003090586881030082822938898325485649e-16,True,True,False,False,True,True,True,True,True,0.0000519522748910745793967000008649528320778294858,0.0000519522748910388940302681362583059985746624643,0.000000000002284832452459524306331852128033073705183835,0.00000000000181720774214681745435402663540747316570914051,OBSERVABLE,OBSERVABLE,0.0,True
development,SPD_D16_C06_E1eM16,SPD,16,6,1e-16,4494924843621443471,2.743482743028718e-10,0.000000000197813437458540263367694638438662411040516882,0.000000000295903915916596631177613943171583723675036014,0.000000000103362140982106583390928723819861362995616428,0.000000000484859077603833180840952243563661639384422971,4.41863184751270097739237912155102361321858164e-16,0.000000000493717795238321645815406320848158289817914219,0.000000000588221660449124515501978706621435157482400721,1.84341458470959694843066153338229913288619109e-15,4.15420139373351040305499781964122920506706171e-16,2.40720860661363584206144679759374262980936875e-15,3.65102465358547799659897557866428461329793949e-15,2.53048959915857480632032523402762385257448163e-15,2.52965800417437714558122899469801911767473949e-15,0.0,1.61543533007897175326428591129798542305137e-15,3.48867268307475390550132623325178191016447486e-15,2.53048959915857480632032523402762385257448163e-15,2.52965800417437714558122899469801911767473949e-15,True,True,False,False,True,True,True,True,True,0.0000000000427994179344064652374800252418966213584337569,0.0000000000428002477017644201844110572724099357499082202,0.000000000248102527140458902793641384383890989067113749,0.000000000295592506252967156736601810078467253137998623,RESOLUTION_LIMITED,RESOLUTION_LIMITED,0.0,True
development,SPD_D16_C06_E1eM15,SPD,16,6,1e-15,5557287127293908680,1.9495342642943248e-10,0.000000000103426385032861598906376928032364427578032303,0.000000000398767634819288086110500373463674677563814655,0.000000000131210056443300586267946561469329461589588116,0.000000000215712646987973356871212379281363113561684107,4.88498130793050074118759996613878601875659539e-16,0.000000000502194508350280478066951420256035719020448834,0.000000000346923191929404736189233059510689189029874099,5.67712169956446414069905408006022210079723776e-15,2.86748974114194351572506048583910026986739711e-15,2.16825235011187835225722711074989514604997137e-15,4.8534649698688876056959374101397345846535713e-15,8.55726228906383443305175394175886361586978906e-16,3.29335571317135678565356426296026861867471733e-15,0.0,2.11638695109828880881147244461954744356829775e-15,2.31611687333620537184267136393500926306135171e-15,8.55726228906383443305175394175886361586978906e-16,3.29335571317135678565356426296026861867471733e-15,True,True,False,False,True,True,True,True,True,0.00000000041188608236548727749412224290277693419285165,0.000000000411884720469887468268306781279193576518808367,0.000000000228270231068309308212250645570925326827476743,0.000000000157692359967911301296933202565475012082384554,TRANSITION,TRANSITION,0.0,True
development,SPD_D16_C06_E1eM14,SPD,16,6,1e-14,4857726249808585883,1.677456985285774e-10,0.000000000155805276455937303164551038924975469364637053,0.000000000265572738387051726637002135824412964765410281,0.00000000010151040818333080252480295436526815589426383,0.000000000334069391503071256617739707696941485518438851,3.72214583630216190980503666165536022865463507e-16,0.000000000421378387057572660017744155253054599666070199,0.000000000435580171900985689358733642565875806948725547,1.25761670292673169759058412267483933108897576e-15,9.91281079789130522256209500042097516592938346e-16,1.93958456733641437072534128428815865747714978e-15,3.12112469495773145799409457400206041999977059e-15,9.217071188724088958661195648891778662321599e-16,5.07799542714766738700454855910944426419029358e-16,0.0,2.75966987798528068465915044782368328498938751e-15,3.05887098580103647043087904993798983398005077e-15,9.217071188724088958661195648891778662321599e-16,5.07799542714766738700454855910944426419029358e-16,True,True,False,False,True,True,True,True,True,0.00000000387584273865139464604591543145297415528393128,0.00000000387584285988532884019967636743862555143828165,0.000000000251373271014467637673666869407184413084389508,0.00000000025984534556784212043547370096053315678464475,OBSERVABLE,OBSERVABLE,0.0,True
development,SPD_D16_C06_E1eM12,SPD,16,6,1e-12,14688628690291032097,2.752555473130884e-10,0.000000000309331747175697389723420536749877688939629259,0.000000000269082821383210436217646094600936508120865425,0.000000000293679742317086653959976333516768986895467437,0.000000000278581800426720203103080567340856894965247475,5.00955458903059082118764101024913352636442535e-16,0.00000000057841506951436672900014875011491522197384732,0.000000000572262043699265760122139019621726906774067548,1.88425687065521380510973366811237118846899022e-15,4.24357424514003279704922704992060738550133077e-15,5.31155064675651173567078813306699149088113766e-15,5.55064562326390683224427460173483596256466793e-15,2.42825217290153030109013200032291989598364502e-15,4.46773305433463828172526488062398816975185883e-15,0.0,3.21660299205864543695030095275423120265258112e-15,3.82750541932340406043380563892983673708458884e-15,2.42825217290153030109013200032291989598364502e-15,4.46773305433463828172526488062398816975185883e-15,True,True,False,False,True,True,True,True,True,0.000000105999648189650378017058457933510186895548547,0.000000105999647239778178503350940480285687957108785,0.000000000256377972076527338500860403835110425753966236,0.000000000253650691333419132789864651402540400180113265,OBSERVABLE,OBSERVABLE,0.0,True
development,SPD_D16_C06_E1eM8,SPD,16,6,1e-8,704085841609781587,1.1845300066926184e-10,0.000000000117197825481288617819835214381200613132309012,0.000000000234420592303631114859739234308890739528679884,0.000000000127931781701991273207383017397130472283184266,0.000000000310278405548726610868648406728986944365876098,4.91777248855199039119815829847880436577713748e-16,0.000000000351618909562168587878613568505921200541425474,0.000000000438210679027966739275070543941947264529496942,4.11867961725877633763933974329114488883758307e-15,3.66677517843765442964113249394625428735467203e-15,5.85990079070714469229539764330057387099489363e-15,2.94414579775209287084911943616651288979538232e-15,3.93583585153809561406797356415068087738553643e-15,2.19360874629454040481952531260758536773305069e-15,0.0,2.15905571211888450411697031672256735898144598e-15,1.87468332392826899788217909420643728323972898e-15,3.93583585153809561406797356415068087738553643e-15,2.19360874629454040481952531260758536773305069e-15,True,True,False,False,True,True,True,True,True,0.00307852383884155826840127648669639963751410158,0.00307852383884157593203371961591409289487745383,0.000000000158683392500077666993150180118946176922294572,0.000000000197761711008394565973701013798094781383669104,OBSERVABLE,OBSERVABLE,0.0,True
development,SPD_D16_C08_E1eM16,SPD,16,8,1e-16,6810571498069611282,8.22162799123386e-09,0.00000000954639011246697727119998715097514831440975593,0.0000000304912139644650594956644464270718953136305101,0.0000000041943059440137073765296247648515121839610449,0.0000000243368476958733154281728184385019761061492328,5.40713947074264546116987021509623090269138808e-16,0.0000000400376046176459838411289796950340651376633563,0.000000028531154180600969878966989320340509799733368,0.0000000000000146117597176469175053794212223311667312624824,6.22269603115824994351254038169109323607880152e-15,7.52788930255181231595242965438000418067980509e-15,9.66141305576087996184023326934984076711865534e-15,7.4311005605623654682278116943155175665276343e-15,3.85219566153599813491016139771123144820068367e-15,0.0,0.0000000000000113280261379769544746728895215496248005739057,6.6634130739834658995036376497363350912718336e-15,7.4311005605623654682278116943155175665276343e-15,3.85219566153599813491016139771123144820068367e-15,True,True,False,False,True,True,True,True,True,0.00000000386096500498829811933327307617473518819735587,0.00000000386097170537289071428162299398765014882891759,0.0000000164414736126758066556200987272682177663887549,0.0000000117163407521335263753218684841875202346070768,RESOLUTION_LIMITED,RESOLUTION_LIMITED,1.94397622370903605752385302827873967632580987e-109,True
development,SPD_D16_C08_E1eM15,SPD,16,8,1e-15,2407868683346294555,1.6427359407886824e-08,0.0000000220550518758717897653847772759684854295744775,0.0000000192690913346235926069267021202591962379607683,0.0000000143634810135673354051794884668476405939684077,0.0000000223735264823355129776839299666784787101356778,4.25955403293867002535527097345142489139860955e-16,0.0000000413241436364507856661784819317547790126777349,0.0000000367370079218582516767304209690532166492465746,0.0000000000000130641347989496185214359578974141258189536736,0.0000000000000143139663306543437342388122920597854198389224,0.000000000000026882183007030764935281298730091047937919162,0.0000000000000377289619997740395557059525675704527252713114,7.60143639740984478378376718142347087049000365e-15,7.12203912817224021769966094810509338837253679e-15,0.0,0.0000000000000198325941873017617816901455094858782719510523,0.0000000000000437042548091372409598704057455088628282763548,7.60143639740984478378376718142347087049000365e-15,7.12203912817224021769966094810509338837253679e-15,True,True,False,False,True,True,True,True,True,0.0000000373351662525581257513932395426813475426223886,0.0000000373351718800070289014369642468641604008702265,0.0000000215416989919123257598774886448428784920734372,0.0000000191504892025910016216536434354051013760465155,TRANSITION,TRANSITION,0.0,True
development,SPD_D16_C08_E1eM14,SPD,16,8,1e-14,15808467969270914612,1.0259027962932379e-08,0.0000000242746157906920845731320020662743335464308785,0.00000000951808075013276248077068498774419290336997388,0.0000000254891950331147906289968673156541934071094711,0.00000000388737774838173790004673981417287802548477426,4.11831360301953015910526452306247370119436638e-16,0.0000000337926969526562073558557029645449787560482224,0.0000000293765731933278888309966230403535237388416155,0.0000000000000128460044249763287426009895632579299059781434,0.0000000000000131580563187771382611671592146443344409582471,8.10298396546499216350768510348936216503467112e-15,9.07305849284114505772414737576545331236335754e-15,9.37587410004686407609528787426448889597212413e-15,4.06443169723268472896934105233702383065764885e-15,0.0,7.13408346203558646226945137931110119774942257e-15,7.19895274383737540729467194108459120635206825e-15,9.37587410004686407609528787426448889597212413e-15,4.06443169723268472896934105233702383065764885e-15,True,True,False,False,True,True,True,True,True,0.000000381514538161912741622511362037145031141414734,0.000000381514538010209242723241872678201828837047032,0.0000000182198011321415064301686182445028355801691336,0.000000015838786773251691949142357870492249864302007,OBSERVABLE,OBSERVABLE,0.0,True
development,SPD_D16_C08_E1eM12,SPD,16,8,1e-12,10653216479898556617,1.7998769202861493e-08,0.0000000168106021904371686190621222013932509734309398,0.00000000401345234134050474455338760209798651834768569,0.000000013529461590925126328703546742321454949068321,0.0000000065667584746975628057010731709085694493370125,3.99676603753412788726843545547228008879735047e-16,0.0000000208240549314542771170282985303347830390066344,0.0000000200962204652992928878174086400735699456333424,0.0000000000000154666343606456554827684215572555149916415609,0.0000000000000118549251417379117058765540907764303912156634,0.0000000000000140322541954012257897145715814546619493760442,0.0000000000000244099160215420324445629907767962505630333727,5.82920261288176204580934746407061048068711348e-15,9.53580483332161070234944558205316065554448565e-15,0.0,0.0000000000000162826858278005630184980776427044438309054671,0.0000000000000183369213845327952795543169244564631330000526,5.82920261288176204580934746407061048068711348e-15,9.53580483332161070234944558205316065554448565e-15,True,True,False,False,True,True,True,True,True,0.0000429448871445912481866128464173676267692386634,0.0000429448871433964376644356492597969561127641158,0.0000000115689194063634872872379436279637683550036858,0.0000000111645669251663131381162677736534381670190983,OBSERVABLE,OBSERVABLE,0.0,True
development,SPD_D16_C08_E1eM8,SPD,16,8,1e-8,7698811840810382735,2.5668658284974163e-08,0.0000000444296119822056644563520475950408382086275618,0.0000000192756297004603478295092117932227984834708461,0.0000000382685909620773045925416549385267118080906583,0.0000000166135575169077820888938557452316119892918236,4.23538971757301225888786622988750653450552093e-16,0.0000000637052421062049840431624852770502596808490614,0.0000000548821489025240584387367365725449467861331354,0.0000000000000239737664613891431440627682134309961954807306,0.0000000000000127339918139640733437458729456724503217705557,0.0000000000000326524372636927933606081536923770872270369656,0.0000000000000108557971070439576359396123178244624384221388,0.0000000000000155894415520092942926947441465485100633429248,5.58956795575259138020638300735409373358826228e-15,0.0,0.0000000000000443707029076201732576646360500662305106205638,0.0000000000000142772367188473003326075698155353080716119189,0.0000000000000155894415520092942926947441465485100633429248,5.58956795575259138020638300735409373358826228e-15,True,True,False,False,True,True,True,True,True,0.18472231615373528884673406629990948624002012,0.184722316153724379861359114995368965574416143,0.000000032341436635721993383469933704724560191324108,0.0000000278621897112352055562505792208441304662685553,OBSERVABLE,OBSERVABLE,0.0,True
development,SPD_D16_C10_E1eM16,SPD,16,10,1e-16,16548443480826426309,9.093831107813577e-07,0.000000702006685341585207014580965927893566338992707,0.000000994719383041978503797992273132905201858951309,0.00000140407666088743122690117292582966840542715592,0.0000013777769294098267275482171482063662556155325,4.35682914672219693755642870301131559881163727e-16,0.00000169672606881924662548479293281644163849907558,0.00000278185359073294086912160976779167753134381999,0.0000000000000977530624149475711801854738363125920373950026,0.0000000000000124776116304310282350712130391597716366225438,0.0000000000000728073089304457113027597847100899689126268189,0.0000000000000419113377402907278942098272262844382060878567,0.0000000000000893726389185732676436542735909443726649060556,0.0000000000000813457263435523102647289940025735458623142609,0.0,0.000000000000151839002222593108660373484353131859252334954,0.0000000000000471344538977940773006712980260501360046275114,0.0000000000000893726389185732676436542735909443726649060556,0.0000000000000813457263435523102647289940025735458623142609,True,True,False,False,True,True,True,True,True,0.00000053347968266700773178640208976935933455580641,0.000000533479715175583289569018615094839419468160706,0.000000864731675612732399381438752615130145455240439,0.00000141776386950768096649468288222686795636804324,RESOLUTION_LIMITED,RESOLUTION_LIMITED,0.0,True
development,SPD_D16_C10_E1eM15,SPD,16,10,1e-15,16921559322098884807,3.896553917311994e-06,0.00000222802939000055820893814997746314210367478366,0.00000261890621069220408813239961611155727235143657,0.00000195412839025174196186902752242535662146390332,0.000002817016199559955943584822977468878275943931,4.53970989151309693412058000508614861020727445e-16,0.00000484693560114673328622185928698675737653483509,0.00000477114459026566889460516019330629289791644918,0.000000000000127670653345532151438166691766665120817380601,0.000000000000118070447915079908369207669510468907716124553,0.000000000000165413144097226002490444195494054288332625523,0.000000000000286823472060921841854367898164375595299732379,0.000000000000090226236214578488942170019295067052375298281,0.0000000000000300619235699344112597237250370294766764179514,0.0,0.0000000000000766113208786647826750435719453851531715396692,0.000000000000311808068372900074528703186663855728138478941,0.000000000000090226236214578488942170019295067052375298281,0.0000000000000300619235699344112597237250370294766764179514,True,True,False,False,True,True,True,True,True,0.00000346392978422546678488637083395531975521436283,0.00000346392967152388659162465151705858693482248449,0.00000237071369554303661752332317223893926025474783,0.00000233364310037102556074373361736593015290132825,TRANSITION,TRANSITION,0.0,True
development,SPD_D16_C10_E1eM14,SPD,16,10,1e-14,12749692603971519529,2.76406308616208e-06,0.0000028154430083784416066887348009356846892604159,0.00000210122915193055535829937738205125451693489054,0.00000328334285481840217263302272824983022425277458,0.00000268814479470360450532497816677893328173926898,5.72598168823380096485072908006749773049894285e-16,0.00000491667216088159513381149227947201211420205621,0.00000597148765009460484678138099151383641399879334,0.000000000000172224377020319347173766659473750198309804127,0.000000000000154217069338749647922995749231962082910969644,0.000000000000079435428693639465141003721821144592122734082,0.000000000000165471080180723329795384003792181021798243886,0.0000000000000321991388828101453809341421880427870332195512,0.000000000000145738558582660030081814461967854010648550442,0.0,0.0000000000000478284990466834049038119516780307469317604661,0.000000000000036922560289355215333769117149231605794909258,0.0000000000000321991388828101453809341421880427870332195512,0.000000000000145738558582660030081814461967854010648550442,True,True,False,False,True,True,True,True,True,0.0000218873480502455363044413725267394511392381782,0.0000218873480535205346926412500600819341586835955,0.0000019066036857918064375167469188204568170881342,0.00000231564358793634090007975292119269216360488155,OBSERVABLE,TRANSITION,0.0,True
development,SPD_D16_C10_E1eM12,SPD,16,10,1e-12,8799369420081985354,1.6172469618208621e-06,0.00000345420383756095915490001441411021598879846355,0.00000150100660899668300208339268067214443510907122,0.00000317873414961421816384798339192492066866212671,0.000000667555981960136957511168036266067484397709056,4.82762864346625596137267329696244127613111746e-16,0.00000495521044704040502133003269091962775360377889,0.00000384629013205711798570577702432825548275607989,0.0000000000000665628243654142951115480470569471651578915022,0.000000000000161751347119469829251047541875500849416450457,0.000000000000104726999279903308943641805436035618891449364,0.0000000000000576775019580781584262485743910139545696727526,0.0000000000000695392128813627613748458957772342440139574432,0.0000000000000925262446279796139159714619239918717763252815,0.0,0.0000000000000379174065613444262755442853830926189212952494,0.000000000000140437368736833216961948646601650655586981656,0.0000000000000695392128813627613748458957772342440139574432,0.0000000000000925262446279796139159714619239918717763252815,True,True,False,False,True,True,True,True,True,0.00248668719085339207291392523094664493987787645,0.00248668719089529568168151582633374963488460651,0.00000227840819096655797050542645048518562702378848,0.00000176852608690856112393889201180152362243021894,OBSERVABLE,OBSERVABLE,0.0,True
development,SPD_D16_C10_E1eM8,SPD,16,10,1e-8,10419632958394333235,3.369607642131675e-08,0.000000475290492261386244100574089653812921847682152,0.00000000343709446654230440354053830385078902457485047,0.000000123247903569880674532104741251959435892857188,0.00000000229020017653638051321913107731269232480421651,4.06697169278132940521753827584146559909688554e-16,0.000000478727587134625717782247568479417538456403562,0.000000125538104153114224323456812851025955801807964,0.00000000000015988545579966839737111824204596708729050254,6.51764406684296175259719577631885416705743097e-15,0.000000000000161689998809682094349794385493291374552308009,5.96737961626626871850359137787001202599086056e-15,6.92868518375144306970322206216473476850869525e-15,3.53501261051950811065792088290292846253918364e-15,3.78670705086498497902783854928889354952323904e-17,0.000000000000164757718751739413434393168389430914228478996,4.28338061679377428186484287020802151895787315e-15,6.92868518375144306970322206216473476850869525e-15,3.53501261051950811065792088290292846253918364e-15,True,True,False,False,True,True,True,True,True,0.434596102161823462788758747911389151631090479,0.434596102161782800403947671931018426594226911,0.000000235281773041477273707003894886583016859849941,0.0000000616986121610427492817755461799839384502217709,OBSERVABLE,OBSERVABLE,0.0,True
development,NONSYMMETRIC_D02_C02_E1eM16,NONSYMMETRIC,2,2,1e-16,17283056379808199733,3.8883700148697485e-15,8.16553797986287728689862662625189026510771913e-16,6.15275550800403003594744943755640019000084651e-17,4.00261383851533257435558647515921734964647932e-16,6.2068792782343289573327164251648908720223563e-16,1.79018083652471557472677040205817200279415891e-16,1.05709943671879958652201419720657022869019627e-15,1.19996739532743771064150733023822802244629945e-15,1.04942184536322536379538048848500094094100819e-16,5.56037944019992553733627603023451577779421938e-17,1.55654099529666827954518736709646928687721491e-16,5.07871272594553933164073966265308942763794652e-17,1.08594647517986338561800505234065461658214885e-16,5.33311351144304159354567029344842237633494808e-17,0.0,4.71056183443586128457337706510811643728297827e-17,6.23239380161922055517557582945795406864172987e-18,1.08594647517986338561800505234065461658214885e-16,5.33311351144304159354567029344842237633494808e-17,True,True,False,False,True,True,True,True,True,9.92275923177223381324830838109360206178049393e-15,9.98366088449645450664215250518632945542057984e-15,1.31117048067818066662240701717789815714305396e-15,1.48837637395142507324269924159117980431340445e-15,TRANSITION,TRANSITION,0.0,True
development,NONSYMMETRIC_D02_C02_E1eM15,NONSYMMETRIC,2,2,1e-15,4683485844308135370,3.8894523013730965e-15,6.16782023495730722589278948118700107689555088e-16,1.18345414962375250898727314587367044405158775e-15,4.65129590130088047726965476035993365424420751e-16,2.41998821243106705434317947412725816256233983e-16,1.79018083652463567149428268496156184084293855e-16,1.97925425677194679872598036248852673582543669e-15,8.86146495025658320310711691944875365764948589e-16,6.43062197425667383552699694766214564833491511e-17,7.00910839069428838620976815482095892033271254e-18,1.77722398948333656545590033399345899060029489e-16,1.16394574320304506665287070887293713884490792e-16,1.10353332478874964000529545832869207163016284e-16,1.12461645085586131762456192389444165728927896e-16,0.0,6.7377737012472620255068591994726394247072891e-17,1.02022679283122312039341375428277382916360289e-17,1.10353332478874964000529545832869207163016284e-16,1.12461645085586131762456192389444165728927896e-16,True,True,False,False,True,True,True,True,True,0.0000000000000992257318323811248371191382795214555323791347,0.0000000000000991463584517403122908201319016314882122094265,2.45496276423269464882719013279365874019151298e-15,1.09912945317664870319024973129385995068317368e-15,OBSERVABLE,OBSERVABLE,0.0,True
development,NONSYMMETRIC_D02_C02_E1eM14,NONSYMMETRIC,2,2,1e-14,4639842741608232392,1.0044679390381767e-15,1.66293819604081257209890311395255573302705e-15,2.03327645839802400409630701203283194704911263e-15,5.26630736851760759194837896763328699895531266e-16,1.05677835008605067343549473614871182848477718e-15,4.96506830649402673237155574190500472283846707e-17,3.7458653375037768435189256834044377273045473e-15,1.63305977000275169995404819033109057560869312e-15,8.7700484533579196715667201322837966140273419e-18,5.42316995403467976384636146140530699444025428e-18,1.86190061493545474780795273733564296379013189e-17,2.60750945967868516792783342312374998681450672e-17,6.39511195993297566094459257707662077277831506e-18,1.08555556228354246491973629620971748667473084e-17,0.0,1.65297254033495364104894262083162645922683349e-17,2.11950022285747072529709131908682561443066719e-17,6.39511195993297566094459257707662077277831506e-18,1.08555556228354246491973629620971748667473084e-17,True,True,False,False,True,True,True,True,True,0.000000000000447311300174280970764903154095186029474039311,0.000000000000447341592060247615384000181212499487556550428,0.0000000000000167520190584372748323349384085948152333300341,7.30326531409264995747285548849403621996678516e-15,OBSERVABLE,OBSERVABLE,0.0,True
development,NONSYMMETRIC_D02_C02_E1eM12,NONSYMMETRIC,2,2,1e-12,7587841919955847331,6.250491406498464e-15,1.11028519630636800323938359960696092287933306e-15,7.2526617176717748657968720574679892238398652e-15,8.70333427769873004727584589347118636836264465e-17,3.56195715856389312147470134380434459973776703e-15,1.29473140978007324402789204946945836577387315e-16,8.49242005495615019343904486202189598329658558e-15,3.77846364231888774635024900768600229999878079e-15,6.3331658582848859951146565058591895172735334e-17,3.52530846244071030556446265836558702054581735e-17,1.1102230246251565404236316680908203125e-17,7.41435679168499073266027742990711486464970569e-17,7.18282703161484125665848079166982376876565096e-18,3.79379742874243278407577285795226932624751125e-17,0.0,1.24610052331821251316706304068691267842606422e-17,4.66199039429624919285995036433481195126397448e-17,7.18282703161484125665848079166982376876565096e-18,3.79379742874243278407577285795226932624751125e-17,True,True,False,False,True,True,True,True,True,0.0000000000857492925681676588748784348274717520568095215,0.0000000000857493295044078112686252887396257013957884529,0.0000000000000145643802386084690378521758905964400154783114,6.48001168670099840654141369188566019694223773e-15,OBSERVABLE,OBSERVABLE,0.0,True
